,age,job,marital,education,housing,loan
2861,100,85,80,100,100,100
2862,60,90,100,100,55,100
2863,50,60,100,71,100,100
2864,100,55,80,100,55,100
2865,95,85,100,100,55,100
2866,95,100,100,85,55,100
2867,100,85,100,100,100,100
2868,95,65,100,78,100,55
2869,100,85,100,100,100,55
2870,100,65,100,85,100,100
2871,100,85,80,85,55,100
2872,95,52,100,100,55,100
2873,95,100,100,85,100,100
2874,50,52,100,85,50,50
2875,55,75,100,85,100,100
2876,95,75,80,78,100,100
2877,50,75,100,92,55,100
2878,95,75,80,92,55,100
2879,55,65,80,78,55,100
2880,50,85,100,100,55,100
2881,100,85,80,85,55,100
2882,90,75,70,92,100,100
2883,50,75,100,92,55,55
2884,90,75,100,92,100,100
2885,50,80,100,100,100,100
2886,50,85,100,85,55,100
2887,90,70,100,85,55,100
2888,55,65,100,64,55,100
2889,50,85,100,78,55,55
2890,95,75,80,100,100,100
2891,55,75,80,92,55,55
2892,95,70,80,78,55,100
2893,100,70,100,85,100,55
2894,55,85,80,85,100,100
2895,100,65,80,78,100,100
2896,55,85,80,85,100,55
2897,100,90,80,85,55,100
2898,60,90,100,64,100,55
2899,55,85,80,85,100,100
2900,50,100,100,92,55,100
2901,50,65,70,50,55,100
2902,55,85,80,100,100,100
2903,50,65,100,78,55,100
2904,50,75,100,85,50,50
2905,50,75,100,92,100,100
2906,50,65,100,64,100,55
2907,60,100,70,85,100,100
2908,50,95,100,64,55,55
2909,95,65,100,78,55,100
2910,50,70,70,85,100,100
2911,95,85,80,85,100,55
2912,100,85,80,100,100,55
2913,50,75,80,92,100,55
2914,50,85,70,100,100,100
2915,95,85,80,100,55,100
2916,90,65,80,78,100,55
2917,100,75,70,92,55,55
2918,60,100,100,64,100,100
2919,95,52,100,78,100,55
2920,100,95,80,100,55,100
2921,60,90,100,100,100,55
2922,50,100,100,78,100,100
2923,100,70,80,85,55,55
2924,95,95,80,85,100,100
2925,90,65,100,71,55,100
2926,90,65,100,50,55,55
2927,50,65,70,78,100,100
2928,95,85,70,85,100,100
2929,55,85,80,50,100,100
2930,100,100,80,92,55,100
2931,50,80,100,85,100,100
2932,55,65,80,64,55,100
2933,100,75,100,92,100,100
2934,100,70,100,85,100,55
2935,95,65,100,78,55,100
2936,95,65,100,50,100,100
2937,95,100,70,100,100,100
2938,50,85,80,100,100,100
2939,100,85,80,85,55,100
2940,50,70,70,64,55,100
2941,50,85,80,100,100,55
2942,90,65,100,64,55,100
2943,55,70,80,85,55,100
2944,50,75,100,92,100,55
2945,90,85,100,100,100,100
2946,100,52,80,92,55,100
2947,100,85,80,100,100,100
2948,100,85,80,78,55,100
2949,100,65,80,64,55,100
2950,55,85,80,100,100,100
2951,50,90,100,100,55,100
2952,100,70,100,85,100,55
2953,95,65,100,78,100,55
2954,95,65,80,92,55,100
2955,60,80,100,92,55,100
2956,100,100,100,78,55,100
2957,90,65,80,71,100,55
2958,100,85,100,100,100,100
2959,55,75,80,92,100,55
2960,100,100,70,100,100,55
2961,90,85,80,100,55,100
2962,100,75,80,92,100,100
2963,55,75,100,92,55,100
2964,100,85,80,92,100,55
2965,50,70,100,85,100,100
2966,50,85,80,100,55,100
2967,95,85,100,85,100,100
2968,95,65,100,92,55,100
2969,50,70,70,85,100,55
2970,50,90,100,100,100,100
2971,90,65,100,71,100,100
2972,100,85,100,100,55,55
2973,95,65,100,71,55,100
2974,95,85,100,85,100,100
2975,60,85,70,85,55,100
2976,95,75,100,92,55,55
2977,100,70,100,85,55,100
2978,95,75,100,85,100,100
2979,95,100,100,100,100,100
2980,50,80,100,78,100,100
2981,90,65,80,85,55,55
2982,50,75,70,100,100,100
2983,100,75,100,92,55,100
2984,60,100,100,100,55,100
2985,90,85,100,100,100,100
2986,100,65,100,92,55,100
2987,100,75,100,92,100,100
2988,50,70,100,92,100,100
2989,90,65,100,78,100,100
2990,50,65,100,64,55,100
2991,90,85,100,85,100,55
2992,90,75,100,92,55,100
2993,90,90,100,100,100,100
2994,50,65,80,78,55,100
2995,50,85,100,100,55,55
2996,60,80,100,100,100,100
2997,100,75,80,100,55,100
2998,55,80,100,64,55,100
2999,50,90,70,100,55,100
3000,100,85,50,85,55,100
3001,100,85,80,78,55,100
3002,60,85,100,85,100,55
3003,100,65,100,85,55,100
3004,90,95,100,100,100,100
3005,50,70,100,92,100,100
3006,55,70,70,85,55,55
3007,95,52,100,100,55,100
3008,95,85,100,85,100,55
3009,100,75,80,100,100,100
3010,55,52,80,100,55,100
3011,100,65,100,78,55,100
3012,50,65,100,78,55,100
3013,95,65,100,78,100,100
3014,90,70,80,50,100,100
3015,90,65,100,50,55,100
3016,90,90,100,100,55,100
3017,100,85,80,100,100,100
3018,100,65,70,78,55,100
3019,100,75,100,92,55,100
3020,55,65,100,85,55,100
3021,95,65,100,64,55,100
3022,90,85,100,100,100,55
3023,50,85,100,100,55,55
3024,50,85,100,100,55,100
3025,90,85,100,85,55,100
3026,50,75,100,92,55,100
3027,50,52,100,92,55,100
3028,90,65,100,64,55,100
3029,55,85,100,78,100,100
3030,90,90,100,78,55,100
3031,100,65,100,92,55,100
3032,95,60,100,64,100,55
3033,95,90,100,100,100,100
3034,50,65,100,64,55,100
3035,90,65,100,78,50,50
3036,95,65,100,50,55,100
3037,50,80,70,85,100,100
3038,95,85,100,85,100,100
3039,55,65,100,78,100,100
3040,50,65,100,71,100,100
3041,50,85,100,85,55,100
3042,100,85,80,85,55,100
3043,55,75,80,92,50,50
3044,50,85,70,85,55,100
3045,95,65,100,78,55,100
3046,95,85,100,85,100,100
3047,100,65,100,78,100,100
3048,100,100,100,100,100,100
3049,55,80,100,64,55,100
3050,90,85,100,100,55,100
3051,100,65,100,71,55,100
3052,50,65,100,78,100,100
3053,90,65,100,71,100,55
3054,60,65,100,64,55,100
3055,50,85,100,85,100,100
3056,95,85,100,85,100,55
3057,95,65,100,78,100,100
3058,90,65,100,78,55,100
3059,95,70,80,85,55,100
3060,100,85,70,100,100,100
3061,100,85,100,85,100,100
3062,50,90,80,92,55,100
3063,95,85,80,100,100,100
3064,55,85,100,100,100,55
3065,50,95,100,100,100,55
3066,55,80,70,100,100,100
3067,100,75,80,100,100,100
3068,100,85,100,100,50,50
3069,50,70,70,78,55,100
3070,50,65,100,92,55,100
3071,95,75,100,92,100,100
3072,90,70,100,85,100,100
3073,90,70,100,78,100,100
3074,90,95,70,100,55,100
3075,100,65,100,71,55,100
3076,90,90,100,100,55,100
3077,50,90,100,100,100,100
3078,50,100,70,100,100,100
3079,50,100,100,100,100,100
3080,100,65,80,78,55,100
3081,55,65,100,78,100,55
3082,50,60,100,64,100,100
3083,95,52,100,100,55,100
3084,55,55,80,78,100,100
3085,100,65,100,64,100,100
3086,60,85,100,100,55,100
3087,50,60,70,64,55,100
3088,50,85,70,100,100,100
3089,95,65,100,78,100,100
3090,50,85,100,100,55,100
3091,50,65,100,78,100,100
3092,55,65,80,85,100,100
3093,90,65,70,71,55,100
3094,90,95,100,100,55,100
3095,55,75,80,92,55,100
3096,60,65,100,64,55,100
3097,95,85,100,100,55,100
3098,60,60,100,64,55,100
3099,100,75,100,92,55,100
3100,55,75,80,100,100,100
3101,60,95,100,100,55,100
3102,95,70,70,85,100,55
3103,95,75,100,92,100,100
3104,95,85,100,85,55,100
3105,90,70,100,85,55,55
3106,100,55,80,85,55,100
3107,55,75,80,92,100,100
3108,95,85,100,100,55,55
3109,50,65,100,78,55,100
3110,50,85,100,85,55,100
3111,100,95,70,100,50,50
3112,55,52,80,100,100,100
3113,50,85,100,85,55,100
3114,95,100,100,100,100,100
3115,100,85,80,100,55,100
3116,95,65,100,78,100,100
3117,95,85,100,85,100,100
3118,55,65,100,78,55,100
3119,50,65,100,78,55,100
3120,60,65,100,64,100,100
3121,50,65,100,78,100,100
3122,50,75,100,100,100,100
3123,95,65,100,71,100,100
3124,55,95,80,100,100,100
3125,95,75,80,92,100,100
3126,60,80,100,100,100,100
3127,90,70,70,71,100,100
3128,100,65,100,78,55,100
3129,95,65,100,85,55,100
3130,50,85,100,85,55,100
3131,90,65,80,64,100,100
3132,90,65,100,71,100,100
3133,100,85,80,100,55,100
3134,100,65,100,71,55,100
3135,50,85,100,100,55,100
3136,90,75,100,85,100,100
3137,50,65,100,92,55,100
3138,90,75,100,92,55,100
3139,90,85,80,85,55,100
3140,55,55,80,85,55,100
3141,50,85,100,100,55,100
3142,95,85,100,85,100,100
3143,100,75,100,100,100,100
3144,90,75,100,78,55,100
3145,60,80,100,64,100,100
3146,90,70,100,92,100,100
3147,50,50,100,64,100,100
3148,90,90,100,100,100,55
3149,50,65,100,64,100,100
3150,50,60,70,100,100,55
3151,100,85,100,85,55,55
3152,50,60,100,78,100,55
3153,50,95,70,85,100,100
3154,100,75,80,100,55,55
3155,90,75,100,92,55,100
3156,95,65,100,78,55,55
3157,95,70,100,85,55,55
3158,50,85,100,100,100,100
3159,50,90,100,78,55,100
3160,50,75,100,92,100,100
3161,55,90,80,100,55,100
3162,55,85,80,92,100,100
3163,100,85,80,100,100,100
3164,90,60,100,64,100,100
3165,55,90,80,100,55,100
3166,100,70,100,85,100,55
3167,100,65,100,71,100,100
3168,55,65,100,78,55,55
3169,100,95,80,100,50,50
3170,100,75,80,92,100,100
3171,90,75,100,92,100,100
3172,50,70,100,78,100,100
3173,55,80,100,64,100,100
3174,50,90,100,100,100,100
3175,90,65,100,85,100,100
3176,50,65,100,64,100,100
3177,100,60,100,100,100,100
3178,60,80,50,64,100,100
3179,100,85,80,92,50,50
3180,90,75,80,100,100,55
3181,95,65,100,50,100,55
3182,95,85,100,100,100,100
3183,55,55,80,100,100,100
3184,100,90,80,100,100,100
3185,60,80,100,64,55,100
3186,50,85,100,85,100,100
3187,50,52,100,92,55,100
3188,50,65,80,78,100,55
3189,95,75,80,100,100,100
3190,55,55,80,50,55,100
3191,95,85,100,85,55,100
3192,100,75,80,100,55,55
3193,55,85,80,100,55,100
3194,50,75,100,92,100,100
3195,100,65,100,71,100,55
3196,100,90,100,85,100,55
3197,100,85,80,100,100,100
3198,95,85,80,100,100,100
3199,100,75,100,100,100,100
3200,95,65,100,78,50,50
3201,100,85,100,100,55,100
3202,100,75,100,92,55,55
3203,90,90,100,100,55,100
3204,60,65,100,64,55,100
3205,90,52,70,92,50,50
3206,100,65,100,64,55,55
3207,100,75,100,92,55,100
3208,100,85,80,92,100,100
3209,50,90,80,100,100,100
3210,50,80,100,64,55,100
3211,50,65,100,64,100,100
3212,90,65,100,71,100,55
3213,50,85,100,85,100,100
3214,50,90,100,85,55,55
3215,100,100,100,64,100,100
3216,50,90,100,100,100,100
3217,50,70,100,85,55,100
3218,50,65,100,71,55,100
3219,50,65,100,71,100,100
3220,55,55,80,85,100,100
3221,100,65,80,64,100,100
3222,100,65,100,85,55,100
3223,100,65,100,78,100,55
3224,55,100,100,85,100,100
3225,50,65,100,64,55,100
3226,100,85,100,85,100,100
3227,90,75,100,100,55,100
3228,55,70,80,85,55,100
3229,50,65,100,64,100,100
3230,50,90,100,100,100,100
3231,100,85,100,78,55,100
3232,50,100,100,100,100,100
3233,100,75,100,100,100,100
3234,100,65,80,64,100,55
3235,95,90,100,100,55,100
3236,50,65,100,78,100,100
3237,50,75,100,85,100,100
3238,95,85,80,85,100,100
3239,100,52,80,85,55,100
3240,100,75,100,92,100,55
3241,95,70,100,85,100,100
3242,95,65,100,78,55,100
3243,50,90,100,50,100,100
3244,95,65,80,78,55,100
3245,55,65,100,92,100,100
3246,100,100,100,100,100,100
3247,95,75,80,85,100,100
3248,95,90,100,100,100,55
3249,50,85,100,85,100,100
3250,100,75,100,100,100,100
3251,90,90,100,100,55,100
3252,100,70,100,85,55,100
3253,90,85,100,100,100,100
3254,100,65,80,78,55,100
3255,50,60,80,64,55,100
3256,55,65,100,64,100,100
3257,100,52,100,85,100,100
3258,90,85,100,100,100,100
3259,50,70,100,85,55,100
3260,100,70,100,85,55,100
3261,90,90,100,85,55,55
3262,50,65,100,78,100,100
3263,90,65,100,64,55,100
3264,50,65,80,64,100,55
3265,50,100,100,78,100,55
3266,50,65,100,71,100,100
3267,95,90,100,50,55,100
3268,55,65,80,85,100,100
3269,95,100,100,100,55,55
3270,90,70,70,85,100,55
3271,100,75,70,92,100,100
3272,55,95,100,100,100,100
3273,90,85,100,100,100,100
3274,90,95,80,100,100,100
3275,95,75,80,100,100,100
3276,95,50,80,64,55,100
3277,100,100,100,100,100,100
3278,50,90,100,100,55,100
3279,50,85,80,85,55,100
3280,60,85,70,85,55,100
3281,50,60,100,64,100,100
3282,100,85,100,78,100,100
3283,55,75,80,85,55,100
3284,95,65,100,78,100,100
3285,55,55,80,85,100,100
3286,90,65,100,71,100,100
3287,95,75,70,92,100,100
3288,90,100,100,92,100,100
3289,90,85,80,100,100,100
3290,100,85,80,100,55,100
3291,50,65,100,78,100,55
3292,100,75,100,85,100,100
3293,50,85,80,100,100,100
3294,90,85,80,85,100,100
3295,100,85,100,100,100,55
3296,55,75,80,92,100,100
3297,90,100,100,64,100,55
3298,95,65,100,64,100,100
3299,55,75,80,85,100,100
3300,50,60,100,64,55,100
3301,95,85,70,92,100,55
3302,50,85,100,100,100,100
3303,50,52,100,85,55,100
3304,50,85,100,100,100,100
3305,100,85,70,100,55,100
3306,95,100,100,85,100,100
3307,55,85,80,85,100,55
3308,90,65,100,78,55,100
3309,95,75,100,100,55,100
3310,95,75,80,100,55,100
3311,50,65,100,64,55,55
3312,55,52,80,100,55,100
3313,50,90,100,100,100,55
3314,100,65,80,100,55,100
3315,60,95,70,100,100,100
3316,50,65,100,78,55,55
3317,100,100,100,100,100,55
3318,50,80,100,71,100,55
3319,50,75,100,92,100,100
3320,95,85,80,100,55,100
3321,90,65,70,71,100,100
3322,90,65,100,71,55,55
3323,95,75,100,92,55,100
3324,90,85,100,100,55,100
3325,55,75,80,78,100,100
3326,95,95,100,100,100,100
3327,100,85,80,100,100,100
3328,95,85,100,85,100,100
3329,100,90,80,100,55,100
3330,95,100,80,100,100,100
3331,50,65,100,85,100,55
3332,55,85,80,85,55,100
3333,55,95,80,100,55,100
3334,95,65,100,78,55,100
3335,100,85,100,100,100,55
3336,55,90,100,64,100,100
3337,60,80,100,64,55,55
3338,50,95,80,92,55,55
3339,55,65,80,78,100,55
3340,55,65,100,78,55,100
3341,50,100,100,78,55,100
3342,95,85,100,100,100,100
3343,95,75,100,92,100,100
3344,100,85,80,100,55,100
3345,55,65,80,92,100,100
3346,90,95,100,85,55,100
3347,95,85,100,100,55,100
3348,90,65,100,64,100,100
3349,95,60,100,92,100,100
3350,100,95,100,92,100,100
3351,90,90,100,78,100,55
3352,100,75,100,92,100,55
3353,95,85,70,100,100,55
3354,50,85,100,100,55,100
3355,55,55,80,78,100,100
3356,90,65,100,85,100,100
3357,100,85,80,100,100,100
3358,50,60,70,100,55,100
3359,50,65,70,64,100,100
3360,60,85,70,100,100,100
3361,100,75,80,85,100,100
3362,55,65,80,100,55,100
3363,50,85,100,100,55,100
3364,95,65,80,85,55,100
3365,60,90,100,100,100,100
3366,55,85,80,100,100,100
3367,100,95,80,100,100,100
3368,90,100,70,78,100,55
3369,100,55,80,50,100,55
3370,90,90,100,85,100,100
3371,100,55,80,50,100,100
3372,50,95,70,85,55,100
3373,50,75,80,92,55,100
3374,100,65,100,85,55,100
3375,90,75,80,100,100,100
3376,55,85,80,100,55,100
3377,90,65,100,50,55,100
3378,55,65,80,71,55,100
3379,90,75,70,50,55,100
3380,60,80,100,64,100,100
3381,100,85,100,85,55,55
3382,100,70,80,78,55,100
3383,90,85,100,85,100,100
3384,60,65,100,64,55,100
3385,100,75,80,100,55,100
3386,50,90,100,100,100,100
3387,50,85,80,100,55,100
3388,50,60,100,64,55,100
3389,90,65,100,85,100,100
3390,100,90,80,100,100,100
3391,100,65,100,92,100,100
3392,55,75,80,78,50,50
3393,95,75,80,100,100,55
3394,50,85,100,50,100,100
3395,55,75,80,92,100,100
3396,100,75,70,85,55,100
3397,100,85,80,100,100,100
3398,60,65,100,64,55,100
3399,95,65,100,78,55,55
3400,90,52,100,100,50,50
3401,50,95,100,78,100,55
3402,55,55,80,50,100,100
3403,95,65,80,92,55,100
3404,100,75,100,92,100,100
3405,90,75,80,85,100,100
3406,50,60,100,64,55,100
3407,50,85,70,85,100,100
3408,95,60,70,100,55,100
3409,50,85,100,100,100,100
3410,90,75,70,92,100,100
3411,50,70,100,92,100,55
3412,95,65,100,85,55,100
3413,95,75,80,92,55,100
3414,100,65,80,92,100,100
3415,50,90,100,100,55,100
3416,50,65,100,78,100,100
3417,60,80,70,100,100,100
3418,100,90,80,100,55,55
3419,95,85,80,100,100,100
3420,100,95,80,85,100,55
3421,90,70,70,85,100,55
3422,100,70,80,85,100,100
3423,55,55,80,85,55,100
3424,50,50,100,64,100,100
3425,100,90,100,100,55,100
3426,100,70,100,85,100,55
3427,100,65,80,64,55,55
3428,95,75,80,92,100,100
3429,90,60,100,85,100,100
3430,50,65,100,78,100,100
3431,60,90,70,100,55,100
3432,100,70,100,85,100,100
3433,100,90,100,85,100,100
3434,90,75,100,100,55,100
3435,90,52,100,78,100,100
3436,50,65,80,78,50,50
3437,95,65,100,78,55,100
3438,60,100,100,100,55,100
3439,90,95,100,78,100,100
3440,95,75,100,92,100,55
3441,90,85,70,85,55,100
3442,100,85,80,100,100,100
3443,50,70,70,78,50,50
3444,60,95,100,78,55,100
3445,100,85,100,100,55,100
3446,50,85,100,85,55,100
3447,50,90,100,100,100,100
3448,90,85,100,85,55,100
3449,50,70,70,78,55,100
3450,50,100,100,100,55,100
3451,100,75,80,100,100,100
3452,90,65,100,78,100,100
3453,95,90,100,50,55,100
3454,55,70,80,85,50,50
3455,100,85,100,100,100,100
3456,95,75,100,92,100,100
3457,90,70,100,71,55,100
3458,50,85,70,100,100,55
3459,50,60,100,71,50,50
3460,100,65,100,64,100,55
3461,100,75,70,92,55,100
3462,90,95,100,78,100,100
3463,50,65,100,64,55,100
3464,50,65,100,64,55,100
3465,95,70,100,85,55,100
3466,50,75,100,78,100,100
3467,95,75,80,71,100,100
3468,95,85,80,100,100,100
3469,55,70,80,78,100,100
3470,55,100,80,85,100,100
3471,50,90,100,100,55,100
3472,95,85,80,100,55,55
3473,100,85,80,100,50,50
3474,100,85,80,100,100,100
3475,60,80,100,92,55,100
3476,95,65,100,64,100,100
3477,90,75,100,100,100,100
3478,100,75,80,92,100,100
3479,55,85,100,100,55,55
3480,50,75,80,100,55,100
3481,50,90,100,100,55,100
3482,90,65,100,78,55,100
3483,90,85,100,85,55,55
3484,90,85,100,100,55,100
3485,100,70,100,85,55,100
3486,100,65,100,64,55,100
3487,95,70,100,64,55,55
3488,100,75,100,100,100,100
3489,100,75,100,92,55,100
3490,95,65,100,78,100,55
3491,90,65,100,78,100,100
3492,100,75,100,100,55,100
3493,100,65,100,78,100,100
3494,95,90,100,50,55,100
3495,55,85,80,100,100,100
3496,50,85,70,100,100,55
3497,50,80,70,64,55,100
3498,100,70,100,92,55,100
3499,95,65,100,71,100,100
3500,90,75,80,100,55,100
3501,90,75,100,92,55,100
3502,95,75,70,92,55,100
3503,95,85,80,85,100,100
3504,95,70,100,71,55,100
3505,50,85,100,92,100,55
3506,50,65,100,64,55,100
3507,90,52,100,92,55,55
3508,55,65,80,85,100,100
3509,95,65,80,64,55,55
3510,90,65,100,78,55,100
3511,50,65,100,71,100,100
3512,50,95,100,100,55,100
3513,90,85,80,85,55,55
3514,100,52,100,85,55,100
3515,100,65,100,78,55,100
3516,100,85,100,100,55,100
3517,95,70,100,85,100,100
3518,60,65,100,64,100,100
3519,95,75,100,92,100,100
3520,50,85,100,64,55,100
3521,95,75,100,92,55,100
3522,50,65,100,85,100,100
3523,50,85,80,85,55,100
3524,95,60,100,64,100,55
3525,100,85,80,100,100,100
3526,55,80,100,92,55,55
3527,95,75,100,92,100,100
3528,50,65,70,78,55,100
3529,90,70,100,92,100,100
3530,50,75,100,92,100,55
3531,100,70,100,92,100,100
3532,50,60,100,71,100,100
3533,55,65,80,85,55,100
3534,100,85,80,100,55,100
3535,100,75,70,92,100,100
3536,100,90,100,100,100,55
3537,50,80,100,64,55,100
3538,100,65,100,78,100,100
3539,100,65,70,71,100,100
3540,50,85,80,50,100,100
3541,50,70,100,92,55,100
3542,50,75,100,64,55,100
3543,100,75,80,100,55,100
3544,90,95,100,50,55,100
3545,50,70,100,85,100,100
3546,50,52,100,64,100,55
3547,50,80,100,85,100,100
3548,100,85,100,100,55,100
3549,50,60,70,64,55,100
3550,50,50,100,64,100,100
3551,95,100,100,78,55,100
3552,50,75,100,78,100,100
3553,100,65,80,64,55,100
3554,95,85,80,50,55,100
3555,95,65,100,64,100,100
3556,55,75,80,92,100,100
3557,90,75,70,100,100,55
3558,95,85,100,100,55,100
3559,55,65,100,64,100,100
3560,95,60,100,78,100,55
3561,50,75,100,92,100,100
3562,95,75,100,92,55,100
3563,50,75,80,85,100,100
3564,55,85,80,78,55,100
3565,95,85,100,100,55,55
3566,55,95,80,78,55,100
3567,50,65,100,64,100,100
3568,60,65,100,64,100,100
3569,100,85,80,85,55,100
3570,90,70,100,85,100,100
3571,95,65,100,92,100,100
3572,95,95,70,100,55,100
3573,55,65,80,78,100,100
3574,100,75,100,92,100,100
3575,60,75,100,92,100,100
3576,60,80,100,64,55,100
3577,100,85,100,100,55,100
3578,95,75,100,92,55,100
3579,95,50,80,85,100,100
3580,55,85,80,100,55,100
3581,50,80,100,100,55,100
3582,95,65,100,78,55,55
3583,90,85,70,100,55,100
3584,50,52,70,78,100,100
3585,90,75,100,92,55,100
3586,60,85,100,100,55,100
3587,50,65,100,64,100,100
3588,100,85,70,100,55,55
3589,90,65,100,78,55,100
3590,50,70,100,85,100,100
3591,100,90,80,100,55,100
3592,90,65,100,71,55,100
3593,95,70,80,85,100,100
3594,90,90,100,78,100,100
3595,60,65,70,64,100,100
3596,95,85,80,100,55,100
3597,100,75,100,100,55,100
3598,90,85,80,92,100,100
3599,90,65,80,50,55,100
3600,50,75,70,100,55,100
3601,100,70,80,85,100,100
3602,50,90,70,100,55,100
3603,50,90,100,85,55,100
3604,100,85,80,100,100,100
3605,100,65,100,78,100,100
3606,95,85,80,100,55,100
3607,50,60,100,64,55,100
3608,95,65,70,71,100,55
3609,55,65,80,78,55,100
3610,50,65,70,64,100,100
3611,100,85,100,100,100,100
3612,95,75,100,92,100,100
3613,100,100,80,100,100,100
3614,95,70,100,78,100,100
3615,100,85,80,100,100,55
3616,90,90,100,85,100,100
3617,50,85,100,85,55,100
3618,50,65,100,78,55,100
3619,95,85,70,100,100,100
3620,55,85,100,85,55,100
3621,50,85,100,100,55,100
3622,95,90,70,100,100,100
3623,90,65,100,78,100,100
3624,95,85,100,100,100,100
3625,50,60,100,92,100,100
3626,50,75,100,92,100,55
3627,90,70,70,78,100,100
3628,90,65,100,78,100,100
3629,100,70,100,85,55,100
3630,95,75,80,92,50,50
3631,50,70,100,85,100,100
3632,100,75,70,92,55,100
3633,55,80,70,92,100,100
3634,90,65,100,78,100,100
3635,100,85,80,100,100,100
3636,55,85,80,100,55,100
3637,95,85,100,100,100,100
3638,95,85,80,100,100,100
3639,60,75,100,85,55,100
3640,90,65,80,71,55,100
3641,95,85,100,100,55,100
3642,100,52,70,92,100,100
3643,50,90,100,100,100,55
3644,50,90,100,100,100,100
3645,100,90,100,92,55,100
3646,50,85,70,78,55,100
3647,95,95,100,100,55,100
3648,55,55,80,85,55,100
3649,50,85,70,100,100,100
3650,60,80,100,92,55,100
3651,50,80,100,92,100,100
3652,50,95,70,100,55,100
3653,90,85,100,100,100,100
3654,50,80,70,64,55,55
3655,50,90,100,100,100,100
3656,100,70,80,85,100,100
3657,55,75,80,100,55,55
3658,50,95,80,78,100,100
3659,55,65,80,71,50,50
3660,100,85,70,100,100,100
3661,95,85,100,100,100,100
3662,50,85,80,85,55,100
3663,50,65,100,50,100,100
3664,100,85,80,85,100,100
3665,50,85,100,100,55,100
3666,95,65,80,50,100,100
3667,60,85,100,85,55,100
3668,50,85,100,100,55,100
3669,50,60,80,78,100,100
3670,90,90,100,85,55,100
3671,100,75,100,85,100,55
3672,50,65,100,78,55,55
3673,55,55,80,92,55,100
3674,95,70,70,85,100,100
3675,55,85,100,85,55,55
3676,50,75,100,92,55,55
3677,50,85,100,85,100,100
3678,60,80,100,64,100,100
3679,50,75,100,64,100,100
3680,100,95,80,92,100,100
3681,90,65,100,78,100,55
3682,50,100,100,64,100,100
3683,50,65,100,78,55,100
3684,55,75,80,85,100,100
3685,95,75,100,85,55,100
3686,50,75,100,78,55,100
3687,100,75,80,100,55,100
3688,50,75,100,92,100,100
3689,50,75,100,92,55,100
3690,55,85,80,85,100,100
3691,50,90,100,85,55,100
3692,90,65,80,64,100,100
3693,55,75,80,100,100,100
3694,100,65,100,78,100,100
3695,50,85,70,100,55,100
3696,95,75,100,85,55,100
3697,95,70,80,85,55,100
3698,90,85,70,100,100,55
3699,55,85,80,100,100,100
3700,100,85,80,100,100,55
3701,100,100,100,64,55,100
3702,50,65,100,64,100,100
3703,50,75,100,100,55,100
3704,55,85,100,85,100,100
3705,50,75,100,92,55,100
3706,90,65,100,78,55,100
3707,60,80,100,85,55,100
3708,50,85,70,85,55,100
3709,50,85,70,100,55,100
3710,100,85,100,100,100,100
3711,100,85,100,78,55,100
3712,100,70,80,78,50,50
3713,50,80,70,100,55,100
3714,100,85,80,85,55,100
3715,95,70,100,85,100,100
3716,90,70,100,78,100,100
3717,55,80,100,92,55,100
3718,55,75,100,100,100,55
3719,50,90,100,64,100,100
3720,100,70,100,85,100,100
3721,100,90,100,100,55,100
3722,55,85,80,100,55,100
3723,90,85,70,100,100,55
3724,50,75,100,100,100,100
3725,100,60,100,71,55,100
3726,50,60,100,92,100,100
3727,100,75,100,92,55,100
3728,50,85,100,85,55,100
3729,60,80,70,92,55,100
3730,100,75,80,92,55,100
3731,50,90,100,100,100,100
3732,50,95,100,100,100,100
3733,55,70,100,85,55,100
3734,95,85,100,100,100,100
3735,90,75,100,78,55,100
3736,55,75,100,100,100,100
3737,90,65,100,78,55,100
3738,55,55,80,85,55,100
3739,50,85,100,92,55,100
3740,50,90,100,78,100,100
3741,90,65,100,71,100,100
3742,95,60,100,64,100,100
3743,95,65,80,64,100,100
3744,50,65,100,71,100,100
3745,60,85,100,100,55,55
3746,55,95,100,100,55,100
3747,55,80,100,50,55,100
3748,55,90,80,100,55,100
3749,50,90,100,100,55,100
3750,55,65,80,85,55,100
3751,50,70,100,85,100,100
3752,55,85,80,78,100,100
3753,95,85,100,85,55,100
3754,50,65,100,64,55,55
3755,90,75,100,92,55,55
3756,95,65,100,78,100,100
3757,60,85,100,85,100,100
3758,50,75,100,100,55,55
3759,100,52,100,85,100,100
3760,50,75,70,92,55,55
3761,60,65,100,64,100,100
3762,100,70,100,78,100,100
3763,50,75,100,92,55,100
3764,55,65,100,78,55,55
3765,100,75,80,92,100,100
3766,50,100,80,100,55,100
3767,55,65,80,50,55,100
3768,95,75,100,100,55,55
3769,100,95,80,100,100,100
3770,95,70,100,85,100,100
3771,100,95,80,100,100,100
3772,100,75,100,92,100,100
3773,50,65,100,71,100,100
3774,60,80,70,85,55,100
3775,90,70,70,85,55,100
3776,60,75,100,64,100,100
3777,100,85,80,100,100,100
3778,95,65,80,64,55,100
3779,95,90,100,100,55,100
3780,100,70,100,78,100,100
3781,100,85,80,85,55,100
3782,100,95,100,92,100,100
3783,50,90,70,85,55,100
3784,90,70,100,85,100,100
3785,50,65,100,64,100,100
3786,50,60,100,64,100,100
3787,60,80,100,64,100,100
3788,50,75,100,78,55,100
3789,50,70,70,85,100,100
3790,55,95,80,100,100,100
3791,95,65,100,78,55,55
3792,100,75,80,92,100,100
